loss,val_loss,accuracy,val_accuracy
0.5785969296490575,0.00743577969380365,0.8072440087145969,0.9977777777777778
0.09186556577227993,0.00015184688820025057,0.973474945533769,1.0
0.05558494973353522,1.7166969912965316e-05,0.9830065359477124,1.0
0.04195235209478155,2.0173681777022365e-06,0.987037037037037,1.0
0.03548732441494927,1.4384474946085548e-07,0.9893246187363834,1.0
0.03278200632825591,1.1523561245970389e-08,0.9900871459694989,1.0
0.03842209183645469,2.7815497737214576e-09,0.9894880174291939,1.0
0.02515927781797296,1.695419993236808e-08,0.9912309368191721,1.0
0.012492979204328833,0.0,0.9959150326797386,1.0
0.01019918883842272,0.0,0.9971132897603486,1.0
0.009082600185043971,0.0,0.9974945533769063,1.0
0.008953340437257163,0.0,0.9974400871459695,1.0
0.0076095499408488166,0.0,0.9979847494553377,1.0
0.00784182244410272,0.0,0.9976579520697167,1.0
0.006878676246546378,0.0,0.99760348583878,1.0
0.006646578566180169,0.0,0.9979847494553377,1.0
0.006617830223647354,0.0,0.9979302832244009,1.0
0.006306229619231823,0.0,0.998202614379085,1.0
0.006193806360610412,0.0,0.998202614379085,1.0
0.006120383889725805,0.0,0.9981481481481481,1.0
0.00579117213521449,0.0,0.998474945533769,1.0
0.005660355043143398,0.0,0.9984204793028323,1.0
0.006152960797632316,0.0,0.9982570806100218,1.0
0.005744299167917252,0.0,0.998202614379085,1.0
0.0051199564519515215,0.0,0.998474945533769,1.0
0.005992553663088901,0.0,0.998474945533769,1.0
0.005862879944373783,0.0,0.9980936819172114,1.0
0.005459633513888337,0.0,0.9985838779956427,1.0
0.006006963236551896,0.0,0.9980392156862745,1.0
0.006196677209197465,0.0,0.9979302832244009,1.0
0.005807111091415442,0.0,0.9981481481481481,1.0
0.005944889983105567,0.0,0.9982570806100218,1.0
