loss,val_loss,accuracy,val_accuracy
2.0741700241508565,1.8720413414637247,0.5446078431372549,0.7466666666666667
1.8106018080430872,1.7074111127853393,0.808442265795207,0.9111111111111111
1.7584109381652866,1.704258426560296,0.8601851851851852,0.9144444444444444
1.707512975050733,1.6255794053607517,0.911437908496732,0.9933333333333333
1.6758296970708177,1.6209511009852091,0.9429738562091503,0.9977777777777778
1.6861292267676793,1.6220622120963202,0.9327342047930284,0.9966666666666667
1.6807874403747858,1.620955212381151,0.9376906318082788,0.9977777777777778
1.6820421843746909,1.6209511009852091,0.9366013071895425,0.9977777777777778
1.6787326837157373,1.6209511094623141,0.9399237472766885,0.9977777777777778
1.695508842218935,1.6269401163525052,0.9233115468409586,0.9922222222222222
1.724520386641841,1.6209511009852091,0.8941176470588236,0.9977777777777778
1.6822031715077252,1.6209511009852091,0.9365468409586056,0.9977777777777778
1.6616222970106502,1.6209511009852091,0.9570261437908497,0.9977777777777778
1.6555954948229987,1.6209511009852091,0.9631263616557734,0.9977777777777778
1.6476831221632449,1.6209511009852091,0.9709694989106754,0.9977777777777778
1.6458203423256967,1.6209511009852091,0.9728213507625272,0.9977777777777778
1.644433989400178,1.6209511009852091,0.9741830065359477,0.9977777777777778
1.6435421581621523,1.6209511009852091,0.9751089324618737,0.9977777777777778
1.6433936283739043,1.6209511009852091,0.9752723311546841,0.9977777777777778
1.6426867673080212,1.6209511009852091,0.9762527233115469,0.9977777777777778
1.6422632388819276,1.6209511009852091,0.976525054466231,0.9977777777777778
1.6421871455926003,1.6209511009852091,0.9763616557734205,0.9977777777777778
1.641829172406581,1.6209511009852091,0.9768518518518519,0.9977777777777778
1.642382042911837,1.6209511009852091,0.97619825708061,0.9977777777777778
1.6439211997591072,1.6209511009852091,0.9748366013071895,0.9977777777777778
1.6418087268966475,1.6209511009852091,0.976797385620915,0.9977777777777778
1.6432420608524663,1.6209511009852091,0.9753812636165577,0.9977777777777778
1.6426089409389786,1.6209511009852091,0.9760893246187364,0.9977777777777778
1.640672955793493,1.6209511009852091,0.9779956427015251,0.9977777777777778
1.641937265053294,1.6209511009852091,0.976797385620915,0.9977777777777778
1.6413395754911801,1.6209511009852091,0.9773420479302832,0.9977777777777778
1.6412621700166357,1.6209511009852091,0.9774509803921568,0.9977777777777778
